#index, Paramètre P, Amplitude
27087,168,9
27088,146,63
27089,159,111
27090,190,166
27091,180,15
27092,160,89
27093,189,62
27094,164,74
27095,165,107
27096,183,10
27097,156,50
27098,178,49
27099,193,28
27100,190,66
27101,164,63
27102,161,51
27103,178,29
27104,183,45
27105,163,114
27106,191,64
27107,191,12
27108,170,34
27109,185,19
27110,187,44
27111,176,42
27112,175,29
27113,190,12
27114,161,105
27115,189,82
27116,161,111
27117,157,107
27118,172,91
27119,180,79
27120,193,32
27121,171,27
27122,146,50
27123,192,83
27124,177,9
27125,190,63
27126,194,48
27127,166,42
27128,165,85
27129,187,73
27130,143,8
27131,140,12
27132,148,12
27133,165,111
27134,188,73
27135,161,79
27136,182,51
27137,191,83
27138,155,157
27139,159,97
27140,168,108
27141,175,15
27142,196,71
27143,183,75
27144,183,35
27145,169,81
27146,187,76
27147,203,10
27148,127,14
27149,174,28
27150,165,118
27151,169,116
27152,187,19
27153,190,73
27154,204,35
27155,192,62
27156,166,114
27157,172,111
27158,146,13
27159,192,36
27160,199,33
27161,160,43
27162,166,123
27163,200,32
27164,172,22
27165,183,10
27166,185,78
27167,166,102
27168,146,32
27169,183,34
27170,183,84
27171,195,47
27172,69,211
27173,190,31
27174,44,11
27175,428,20
27176,155,29
27177,199,30
27178,183,30
27179,172,109
27180,188,68
27181,176,83
27182,188,34
27183,183,82
27184,155,32
27185,134,18
27186,161,47
27187,179,32
27188,192,60
27189,198,17
27190,164,50
27191,192,65
27192,177,32
27193,134,13
27194,169,18
27195,170,51
27196,186,46
27197,149,13
27198,194,11
27199,62,9
27200,168,65
27201,188,66
27202,161,55
27203,156,63
27204,157,115
27205,192,24
27206,158,110
27207,197,39
27208,165,71
27209,162,33
27210,149,28
27211,187,70
27212,164,111
27213,162,30
27214,156,37
27215,163,113
27216,164,107
27217,173,52
27218,159,95
27219,84,8
27220,194,43
27221,165,105
27222,151,81
27223,192,16
27224,193,29
27225,154,55
27226,202,14
27227,181,48
27228,190,21
27229,192,17
27230,182,44
27231,73,130
27232,169,129
27233,192,30
27234,190,49
27235,170,30
27236,160,81
27237,179,31
27238,187,72
27239,196,25
27240,172,71
27241,198,38
27242,194,63
27243,152,39
27244,164,107
27245,155,64
27246,181,73
27247,188,54
27248,176,8
27249,164,17
27250,193,74
27251,193,72
27252,191,81
27253,188,17
27254,161,108
27255,167,9
27256,165,110
27257,192,72
27258,194,42
27259,159,107
27260,184,57
27261,132,8
27262,157,54
27263,152,223
27264,173,107
27265,162,102
27266,160,108
27267,45,7
27268,175,17
27269,189,69
27270,189,76
27271,74,35
27272,199,21
27273,150,28
27274,159,72
27275,188,72
27276,167,48
27277,184,47
27278,162,13
27279,162,67
27280,196,25
27281,172,83
27282,173,96
27283,157,36
27284,150,61
27285,162,69
27286,157,72
27287,168,73
27288,160,21
27289,159,89
27290,182,9
27291,180,44
27292,160,114
27293,175,10
27294,189,47
27295,156,57
27296,197,78
27297,179,41
27298,184,19
27299,181,16
27300,164,59
27301,191,106
27302,177,79
27303,141,47
27304,160,44
27305,148,36
27306,173,53
27307,170,106
27308,159,117
27309,199,22
27310,193,31
27311,156,12
27312,120,11
27313,188,73
27314,192,33
27315,158,35
27316,126,8
27317,89,9
27318,166,86
27319,147,44
27320,164,32
27321,163,59
27322,161,110
27323,148,17
27324,154,50
27325,163,105
27326,191,42
27327,73,72
27328,162,45
27329,180,80
27330,173,101
27331,162,96
27332,156,52
27333,161,52
27334,191,31
27335,174,10
27336,147,8
27337,58,8
27338,164,114
27339,159,110
27340,158,100
27341,191,32
27342,162,100
27343,169,95
27344,163,51
27345,49,8
27346,41,10
27347,161,116
27348,152,14
27349,188,53
27350,198,50
27351,170,96
27352,164,75
27353,161,122
27354,160,81
27355,158,108
27356,97,8
27357,196,24
27358,190,22
27359,49,10
27360,190,77
27361,160,121
27362,162,53
27363,197,17
27364,186,12
27365,184,35
27366,67,11
27367,167,105
27368,177,33
27369,164,32
27370,186,73
27371,192,9
27372,161,101
27373,190,30
27374,171,28
27375,154,96
27376,159,17
27377,193,34
27378,190,35
27379,187,36
27380,191,67
27381,164,123
27382,166,63
27383,64,12
27384,160,53
27385,201,17
27386,153,38
27387,157,53
27388,198,35
27389,164,154
27390,174,17
27391,184,34
27392,155,37
27393,184,14
27394,192,50
27395,186,51
27396,171,83
27397,189,47
27398,166,15
27399,140,21
27400,167,101
27401,184,82
27402,51,8
27403,169,55
27404,185,13
27405,189,67
27406,163,46
27407,157,110
27408,150,49
27409,163,58
27410,157,95
27411,216,10
27412,172,48
27413,136,9
27414,161,120
27415,186,84
27416,190,30
27417,168,24
27418,152,22
27419,185,43
27420,164,114
27421,190,76
27422,171,10
27423,58,9
27424,182,86
27425,194,86
27426,192,12
27427,160,36
27428,165,100
27429,181,9
27430,163,38
27431,176,30
27432,187,26
27433,160,121
27434,192,39
27435,155,27
27436,122,10
27437,39,7
27438,169,59
27439,165,116
27440,191,29
27441,180,43
27442,190,67
27443,187,68
27444,48,8
27445,188,19
27446,66,11
27447,157,102
27448,162,116
27449,186,16
27450,153,55
27451,161,108
27452,177,48
27453,142,23
27454,160,92
27455,176,87
27456,168,76
27457,185,61
27458,195,56
27459,156,15
27460,181,97
27461,172,13
27462,161,104
27463,170,94
27464,169,9
27465,185,60
27466,80,7
27467,60,8
27468,157,24
27469,62,8
27470,178,26
27471,168,44
27472,187,67
27473,142,35
27474,168,121
27475,152,9
27476,154,52
27477,184,54
27478,185,74
27479,164,26
27480,193,54
27481,160,45
27482,190,87
27483,182,41
27484,145,54
27485,80,8
27486,158,125
27487,161,24
27488,50,10
27489,189,66
27490,151,31
27491,194,69
27492,160,95
27493,162,108
27494,200,29
27495,153,50
27496,192,75
27497,176,44
27498,159,15
27499,190,66
27500,195,76
27501,182,59
27502,147,14
27503,157,103
27504,162,119
27505,183,83
27506,160,45
27507,159,71
27508,185,39
27509,188,88
27510,54,8
27511,195,75
27512,180,9
27513,167,93
27514,184,16
27515,174,26
27516,167,28
27517,158,97
27518,173,113
27519,164,79
27520,160,60
27521,184,30
27522,159,106
27523,169,82
27524,142,29
27525,185,42
27526,157,93
27527,153,96
27528,161,109
27529,151,71
27530,178,12
27531,208,11
27532,165,21
27533,180,17
27534,170,92
27535,183,79
27536,193,12
27537,160,83
27538,163,108
27539,162,102
27540,87,9
27541,170,17
27542,165,96
27543,202,14
27544,124,10
27545,178,45
27546,167,151
27547,30,8
27548,157,129
27549,154,26
27550,190,165
27551,194,21
27552,161,51
27553,160,51
27554,157,37
27555,186,69
27556,190,17
27557,194,18
27558,184,39
27559,166,130
27560,189,58
27561,179,10
27562,184,23
27563,159,52
27564,187,50
27565,143,30
27566,146,29
27567,143,35
27568,176,81
27569,162,116
27570,188,74
27571,135,9
27572,173,74
27573,181,42
27574,155,111
27575,161,82
27576,178,31
27577,147,42
27578,149,95
27579,159,37
27580,168,50
27581,166,39
27582,211,31
27583,176,102
27584,176,47
27585,167,104
27586,140,8
27587,190,81
27588,193,11
27589,151,38
27590,162,15
27591,184,29
27592,191,67
27593,159,137
27594,127,8
27595,151,34
27596,163,49
27597,157,59
27598,74,9
27599,156,60
27600,169,189
27601,160,107
27602,90,9
27603,194,24
27604,189,30
27605,159,62
27606,150,22
27607,167,97
27608,158,55
27609,154,42
27610,185,77
27611,157,34
27612,190,46
27613,159,13
27614,205,20
27615,161,156
27616,185,31
27617,175,13
27618,161,85
27619,194,14
27620,170,11
27621,161,76
27622,163,99
27623,188,82
27624,183,27
27625,176,72
27626,135,23
27627,51,8
27628,173,64
27629,180,26
27630,185,50
27631,196,26
27632,159,51
27633,167,79
27634,183,76
27635,161,93
27636,194,29
27637,160,44
27638,149,8
27639,187,67
27640,160,84
27641,147,11
27642,157,113
27643,187,82
27644,243,13
27645,175,93
27646,161,64
27647,189,52
27648,164,64
27649,149,31
27650,164,18
27651,168,71
27652,169,121
27653,192,85
27654,168,109
27655,159,66
27656,186,35
27657,194,41
27658,165,72
27659,168,32
27660,188,71
27661,154,60
27662,63,10
27663,154,93
27664,165,40
27665,153,35
27666,145,10
27667,166,38
27668,198,9
27669,189,17
27670,78,9
27671,147,11
27672,175,76
27673,176,108
27674,163,113
27675,173,38
27676,166,104
27677,179,14
27678,183,17
27679,191,39
27680,174,69
27681,174,42
27682,198,28
27683,146,38
27684,172,40
27685,153,23
27686,158,107
27687,53,8
27688,178,25
27689,169,77
27690,155,50
27691,160,97
27692,180,84
27693,162,94
27694,155,125
27695,89,9
27696,202,31
27697,70,8
27698,165,68
27699,197,21
27700,157,100
27701,170,115
27702,196,43
27703,160,53
27704,190,73
27705,138,54
27706,167,121
27707,176,50
27708,160,86
27709,184,51
27710,156,34
27711,162,94
27712,160,70
27713,184,42
27714,160,120
27715,192,78
27716,51,8
27717,160,108
27718,198,28
27719,165,40
27720,188,49
27721,143,7
27722,191,67
27723,155,33
27724,152,42
27725,197,9
27726,184,17
27727,177,14
27728,172,9
27729,162,9
27730,166,39
27731,155,40
27732,185,52
27733,186,70
27734,167,113
27735,157,66
27736,191,31
27737,163,97
27738,154,59
27739,161,55
27740,163,59
27741,181,8
27742,166,97
27743,159,46
27744,167,38
27745,183,72
27746,190,18
27747,192,35
27748,183,36
27749,187,103
27750,161,116
27751,169,22
27752,152,21
27753,174,10
27754,155,80
27755,152,61
27756,163,43
27757,199,75
27758,144,38
27759,197,72
27760,195,39
27761,204,59
27762,163,49
27763,165,7
27764,162,12
27765,176,46
27766,195,24
27767,179,10
27768,157,12
27769,157,94
27770,194,80
27771,174,9
27772,188,34
27773,187,48
27774,103,11
27775,185,79
27776,170,123
27777,154,133
27778,200,19
27779,156,23
27780,62,9
27781,166,60
27782,158,137
27783,163,73
27784,185,44
27785,184,38
27786,155,21
27787,193,36
27788,175,86
27789,147,32
27790,196,42
27791,146,20
27792,166,51
27793,186,78
27794,182,93
27795,157,104
27796,156,38
27797,177,19
27798,146,70
27799,162,71
27800,169,58
27801,165,80
27802,185,18
27803,181,17
27804,167,96
27805,189,94
27806,171,86
27807,188,20
27808,154,109
27809,195,15
27810,195,31
27811,166,103
27812,159,24
27813,166,101
27814,157,52
27815,158,34
27816,192,43
27817,62,17
27818,183,72
27819,196,69
27820,142,48
27821,171,116
27822,184,25
27823,181,48
27824,157,65
27825,78,7
27826,158,45
27827,154,36
27828,187,16
27829,184,68
27830,199,12
27831,183,25
27832,164,170
27833,58,8
27834,151,12
27835,168,120
27836,187,47
27837,158,124
27838,176,88
27839,168,100
27840,162,64
27841,181,41
27842,182,18
27843,188,64
27844,163,45
27845,153,53
27846,165,122
27847,196,80
27848,190,76
27849,148,28
27850,161,14
27851,163,68
27852,169,37
27853,151,56
27854,184,97
27855,188,78
27856,200,61
27857,192,72
27858,160,15
27859,155,46
27860,176,11
27861,142,32
27862,72,8
27863,174,105
27864,163,39
27865,195,72
27866,69,10
27867,181,32
27868,62,10
27869,191,72
27870,144,8
27871,159,64
27872,188,47
27873,160,114
27874,147,39
27875,174,16
27876,191,23
27877,154,22
27878,191,79
27879,196,11
27880,155,112
27881,172,37
27882,156,28
27883,190,15
27884,192,10
27885,199,30
27886,212,12
27887,170,101
27888,180,63
27889,165,89
27890,164,91
27891,164,69
27892,190,86
27893,169,103
27894,151,73
27895,164,127
27896,163,46
27897,156,116
27898,181,49
27899,187,67
27900,199,15
27901,172,105
27902,154,53
27903,149,35
27904,176,10
27905,193,50
27906,168,26
27907,165,47
27908,180,28
27909,162,61
27910,149,13
27911,146,9
27912,186,66
27913,182,56
27914,187,47
27915,156,100
27916,159,45
27917,205,43
27918,160,108
27919,167,53
27920,180,22
27921,167,61
27922,155,62
27923,153,41
27924,158,48
27925,58,8
27926,164,98
27927,172,11
27928,171,41
27929,162,129
27930,154,35
27931,186,9
27932,157,155
27933,154,68
27934,212,24
27935,99,9
27936,162,162
27937,164,109
27938,161,65
27939,153,10
27940,162,40
27941,165,105
27942,165,49
27943,198,66
27944,170,99
27945,163,71
27946,167,33
27947,173,35
27948,163,102
27949,159,61
27950,155,62
27951,202,20
27952,172,10
27953,161,94
27954,172,43
27955,164,58
27956,160,101
27957,156,45
27958,154,116
27959,188,73
27960,178,14
27961,195,62
27962,181,34
27963,147,26
27964,193,37
27965,187,35
27966,176,107
27967,193,68
27968,146,18
27969,158,106
27970,172,107
27971,154,35
27972,185,72
27973,192,76
27974,163,117
27975,66,127
27976,156,46
27977,169,41
27978,146,36
27979,182,39
27980,168,50
27981,169,111
27982,163,72
27983,169,18
27984,171,97
27985,187,71
27986,204,13
27987,160,49
27988,110,88
27989,165,24
27990,182,19
27991,188,27
27992,140,12
27993,205,30
27994,172,83
27995,159,26
27996,163,65
27997,196,79
27998,161,45
27999,172,8
28000,200,28
28001,172,39
28002,163,44
28003,195,76
28004,196,69
28005,184,78
28006,192,36
28007,168,47
28008,167,34
28009,163,115
28010,186,73
28011,168,156
28012,179,34
28013,159,58
28014,192,68
28015,163,104
28016,182,115
28017,157,111
28018,190,100
28019,144,9
28020,171,95
28021,205,24
28022,61,9
28023,164,32
28024,164,24
28025,55,9
28026,161,22
28027,191,77
28028,157,27
28029,174,11
28030,195,78
28031,196,36
28032,156,37
28033,193,144
28034,170,48
28035,177,25
28036,193,44
28037,190,31
28038,193,81
28039,164,40
28040,192,39
28041,181,12
28042,195,99
28043,191,21
28044,177,34
28045,164,10
28046,123,21
28047,192,52
28048,180,120
28049,69,8
28050,199,78
28051,170,13
28052,148,25
28053,166,16
28054,188,10
28055,146,35
28056,190,72
28057,161,16
28058,188,42
28059,165,11
28060,169,18
28061,184,57
28062,161,24
28063,195,23
28064,168,39
28065,163,78
28066,174,12
28067,160,97
28068,165,58
28069,192,65
28070,183,32
28071,161,9
28072,-16,7
28073,158,61
28074,189,31
28075,181,48
28076,158,22
28077,162,111
28078,163,101
28079,187,25
28080,175,37
28081,158,67
28082,212,27
28083,184,48
28084,203,19
28085,158,45
28086,154,162
28087,150,43
28088,162,48
28089,198,13
28090,191,73
28091,156,65
28092,160,58
28093,165,127
28094,176,46
28095,175,93
28096,183,65
28097,161,20
28098,152,80
28099,186,104
28100,192,36
28101,187,9
28102,157,58
28103,185,85
28104,191,50
28105,173,39
28106,187,69
28107,190,48
28108,173,86
28109,175,16
28110,190,20
28111,191,41
28112,166,35
28113,188,45
28114,192,43
28115,164,28
28116,182,15
28117,168,25
28118,163,17
28119,195,76
28120,187,39
28121,83,10
28122,193,24
28123,183,45
28124,160,106
28125,153,63
28126,161,81
28127,182,24
28128,175,38
28129,184,69
28130,146,10
28131,183,42
28132,180,126
28133,195,17
28134,154,103
28135,196,75
28136,191,22
28137,165,41
28138,188,18
28139,189,31
28140,180,16
28141,168,12
28142,166,108
28143,163,114
28144,139,15
28145,184,26
28146,179,76
28147,163,111
28148,161,42
28149,159,10
28150,191,70
28151,160,56
28152,64,9
28153,164,107
28154,162,85
28155,156,28
28156,166,120
28157,186,25
28158,171,126
28159,201,76
28160,61,8
28161,179,22
28162,190,56
28163,187,73
28164,166,11
28165,193,9
28166,160,51
28167,190,28
28168,198,50
28169,187,22
28170,164,66
28171,162,65
28172,140,12
28173,164,13
28174,170,51
28175,167,114
28176,165,101
28177,157,38
28178,166,27
28179,171,134
28180,149,19
28181,193,37
28182,191,75
28183,153,45
28184,156,29
28185,165,69
28186,157,36
28187,193,42
28188,203,12
28189,154,51
28190,199,15
28191,156,16
28192,188,95
28193,159,90
28194,188,79
28195,167,52
28196,161,22
28197,135,9
28198,165,61
28199,169,30
28200,154,73
28201,166,53
28202,162,65
28203,174,45
28204,74,9
28205,174,16
28206,154,40
28207,190,78
28208,146,37
28209,157,97
28210,185,39
28211,191,71
28212,167,62
28213,185,46
28214,182,32
28215,177,108
28216,168,49
28217,163,109
28218,167,74
28219,156,59
28220,167,29
28221,166,131
28222,193,37
28223,166,113
28224,159,85
28225,186,26
28226,200,21
28227,164,58
28228,165,175
28229,150,26
28230,164,112
28231,188,65
28232,192,37
28233,168,112
28234,152,17
28235,155,25
28236,169,40
28237,189,74
28238,185,41
28239,172,108
28240,164,23
28241,174,41
28242,148,30
28243,182,31
28244,174,10
28245,164,62
28246,166,95
28247,174,12
28248,21,8
28249,157,39
28250,168,51
28251,174,31
28252,169,35
28253,147,50
28254,187,21
28255,166,108
28256,189,23
28257,43,7
28258,183,62
28259,158,113
28260,165,99
28261,197,17
28262,161,36
28263,167,87
28264,176,36
28265,163,87
28266,149,29
28267,165,117
28268,204,17
28269,156,51
28270,193,44
28271,155,88
28272,158,65
28273,180,44
28274,199,15
28275,156,118
28276,159,38
28277,174,110
28278,172,19
28279,193,40
28280,151,42
28281,191,71
28282,163,121
28283,192,33
28284,189,60
28285,187,35
28286,196,71
28287,165,19
28288,187,80
28289,180,61
28290,189,17
28291,181,72
28292,175,39
28293,194,20
28294,159,115
28295,149,30
28296,161,114
28297,113,16
28298,141,211
28299,169,108
28300,190,113
28301,166,103
28302,166,28
28303,175,113
28304,175,97
28305,31,7
28306,170,104
28307,165,107
28308,172,21
28309,186,10
28310,193,25
28311,168,22
28312,151,124
28313,173,14
28314,161,24
28315,200,89
28316,63,9
28317,164,46
28318,122,9
28319,166,42
28320,185,78
28321,162,105
28322,123,9
28323,188,35
28324,185,29
28325,199,72
28326,184,73
28327,37,7
28328,164,39
28329,176,42
28330,155,95
28331,197,32
28332,170,14
28333,189,22
28334,185,43
28335,166,35
28336,186,54
28337,152,33
28338,191,29
28339,96,9
28340,158,70
28341,145,79
28342,175,25
28343,186,48
28344,158,125
28345,205,33
28346,157,41
28347,181,47
28348,156,21
28349,200,25
28350,160,11
28351,183,28
28352,188,48
28353,171,16
28354,145,45
28355,155,67
28356,184,91
28357,194,17
28358,142,11
28359,145,13
28360,159,49
28361,190,30
28362,158,151
28363,172,39
28364,155,45
28365,73,9
28366,152,38
28367,179,21
28368,196,65
28369,168,13
28370,182,31
28371,173,102
28372,158,76
28373,170,47
28374,163,104
28375,165,44
28376,157,8
28377,172,44
28378,178,24
28379,89,10
28380,174,63
28381,195,25
28382,188,22
28383,190,67
28384,163,109
28385,187,37
28386,97,12
28387,195,90
28388,187,55
28389,159,107
28390,150,33
28391,177,207
28392,187,19
28393,160,92
28394,166,48
28395,181,10
28396,166,24
28397,177,39
28398,148,55
28399,172,90
28400,138,18
28401,163,27
28402,194,36
28403,151,66
28404,154,114
28405,185,71
28406,192,72
28407,186,19
28408,175,63
28409,162,110
28410,157,18
28411,184,13
28412,161,64
28413,180,10
28414,182,11
28415,162,33
28416,180,33
28417,167,51
28418,160,53
28419,180,49
28420,183,86
28421,168,45
28422,160,63
28423,184,58
28424,166,122
28425,190,24
28426,182,28
28427,184,42
28428,156,67
28429,187,101
28430,144,21
28431,190,87
28432,205,42
28433,183,15
28434,190,27
28435,162,62
28436,148,41
28437,199,9
28438,163,86
28439,160,109
28440,163,118
28441,150,22
28442,152,20
28443,173,11
28444,201,21
28445,176,25
28446,166,37
28447,188,37
28448,160,40
28449,166,38
28450,192,16
28451,159,155
28452,150,27
28453,189,72
28454,191,9
28455,164,10
28456,154,48
28457,150,41
28458,179,39
28459,162,65
28460,152,47
28461,167,77
28462,161,111
28463,203,49
28464,32,7
28465,176,28
28466,183,22
28467,189,29
28468,167,104
28469,168,13
28470,196,47
28471,158,112
28472,152,12
28473,183,74
28474,181,19
28475,34,8
28476,186,43
28477,181,77
28478,200,21
28479,170,42
28480,190,106
28481,172,43
28482,162,88
28483,145,23
28484,190,45
28485,170,13
28486,26,8
28487,174,12
28488,193,22
28489,171,33
28490,54,8
28491,165,26
28492,158,99
28493,153,36
28494,165,59
28495,168,38
28496,123,12
28497,191,54
28498,167,100
28499,155,32
28500,153,65
28501,162,58
28502,73,9
28503,185,72
28504,168,130
28505,159,48
28506,155,94
28507,179,41
28508,164,107
28509,171,39
28510,186,76
28511,162,105
28512,170,175
28513,187,32
28514,178,77
28515,189,20
28516,165,108
28517,130,25
28518,190,82
28519,142,18
28520,165,113
28521,201,27
28522,168,137
28523,168,8
28524,62,10
28525,185,53
28526,173,168
28527,93,8
28528,188,37
28529,192,71
28530,190,78
28531,189,71
28532,196,64
28533,185,93
28534,87,10
28535,162,65
28536,151,51
28537,157,55
28538,155,89
28539,188,12
